ml_dataset_index,pista_raw,responsável,1-jogo-de-palavras-anagrama-cacofonia,2-ref-visual-observavel-team-rua,3-criptografia,4-ref-historica-mitologia,5-cultura-pop-conhecimento-geral,6-ref-interna-cidade-universitaria,7-ref-externa-campus,8-caminho-trajetória-roteiro,9-manipular-imagens,10-busca-listas-elencaçoes-clusters,11-links-site-integra-daquele-ano,12-tarefa-não-papel,Método_agregado,autor_raw,macro_raw,micro_raw,explicação_raw,interna_raw,tem_texto?,tem_explicação?,tem_macro?,é_papel?,ano,revisar?,rotulado_metodo,link,2017_respostas,2016_observaçao,2015_dificuldade,prompt,prompt_pista,macro_depara
ML_2022_00314,"Fabiana, Amanda, Monique e Ursula, adorariam sentar para descansar aqui onde lembra tanto sua casa",,,,,,,,,,,,,,,,Instituto Butanta,Bancos na frente do instituto butanta,"Fabiana, Amanda, Monique e Ursula são iniciais de FAMU, faculdade da florida que o simbolo é uma ccobra laranja e verde, e na frente do Butants tem uns bancos. Butants tem cores verde e laranja",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: Fabiana, Amanda, Monique e Ursula, adorariam sentar para descansar aqui onde lembra tanto sua casa | Explicação: Fabiana, Amanda, Monique e Ursula são iniciais de FAMU, faculdade da florida que o simbolo é uma ccobra laranja e verde, e na frente do Butants tem uns bancos. Butants tem cores verde e laranja | Macro: Instituto Butanta | Micro: Bancos na frente do instituto butanta","||Pista: Fabiana, Amanda, Monique e Ursula, adorariam sentar para descansar aqui onde lembra tanto sua casa",Butantã
ML_2019_00290,"Faça como a Amelie, pegue a caixa e ache o sentido para sua existência",,,,,,,,,,,,,,,,Biênio,Banheiro da Amélia do Biênio,Amelie poulain acha a caixa em seu baneheiro,,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: Faça como a Amelie, pegue a caixa e ache o sentido para sua existência | Explicação: Amelie poulain acha a caixa em seu baneheiro | Macro: Biênio | Micro: Banheiro da Amélia do Biênio","||Pista: Faça como a Amelie, pegue a caixa e ache o sentido para sua existência",Poli sem Poli Quimica
ML_2022_00124,"Faço picado da sua doçura
 Gostei do Jipe no rodeio
 Ganhe uma pilha cremosa
 Uma idosa antiga no camelo",,,,,,,,,,,,,,,,Praça do relógio,Bancos na luciano no meio da praça,"https://what3words.com/faço.picado.doçura
 https://what3words.com/gostei.jipe.rodeio
 https://what3words.com/ganhe.pilha.cremosa
 https://what3words.com/idosa.antiga.camelo",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: Faço picado da sua doçura
 Gostei do Jipe no rodeio
 Ganhe uma pilha cremosa
 Uma idosa antiga no camelo | Explicação: https://what3words.com/faço.picado.doçura
 https://what3words.com/gostei.jipe.rodeio
 https://what3words.com/ganhe.pilha.cremosa
 https://what3words.com/idosa.antiga.camelo | Macro: Praça do relógio | Micro: Bancos na luciano no meio da praça","||Pista: Faço picado da sua doçura
 Gostei do Jipe no rodeio
 Ganhe uma pilha cremosa
 Uma idosa antiga no camelo",Praça do Relógio
ML_2015_00178,Falta uma pecinha nesse relógio.,,,,,,,,,,,,,,,Henrique,PSICO,Ponto de ônibus,"Parafuso a menos -> Louco -> Psico. O ponto de onibus da Psico está escrito ""Praça do Relógio""",Externa,TRUE,TRUE,TRUE,,2015,,,,,,3,"||Pista: Falta uma pecinha nesse relógio. | Explicação: Parafuso a menos -> Louco -> Psico. O ponto de onibus da Psico está escrito ""Praça do Relógio"" | Macro: PSICO | Micro: Ponto de ônibus",||Pista: Falta uma pecinha nesse relógio.,Psico
ML_2020_00111,"Jarred ja me dizia nas florestas do silêncio que
 

 APELOR RADELAPIS ELTA ESTELANO RELELO GELIO AGELU ELDO",,,,,,,,,,,,,,,,Praça Relógio Solar,Ponta do relógio solar,,,TRUE,FALSE,TRUE,,2020,,,,,,,,,Praça de Relógio Solar
ML_2020_00112,"OS MAPAS SERÃO SEUS GUIAS E POR TODO MUMDO PRINCIPAL VOCÊS TERÃO QUE CAMINHAR; SÓ ASIM ENCONTRARÃO O VERDADEIRO TRIUMFO FINAU
 

 X={
 EXT.TEXTO(xgoufaahfgoupgyoxgni;1;3)
 &”,”&
 EXT.TEXTO(xgoufaahosxunggwavamdsfievawmkfyxgpymemezs;1;1)
 &
 EXT.TEXTO(xgoufaahfsnydfmxmtmadmfu;6;2)
 &  
 EXT.TEXTO(xgoufaahosenqdaudwzieg;6;1)
 &
 EXT.TEXTO(xgoufaahfwyjxgtobhqlyssi;1;2)
 }
 

 Y={
 EXT.TEXTO(xgoufaahrsnluumhfwpyecum;5;3)
 &”,”&
 EXT.TEXTO(xgoufaahmfflavaeiwzndg;2;2)
 &
 EXT.TEXTO(xgoufaahmfflavqwdgounmxcm;4;2)
 &
 EXT.TEXTO(xgoufaahoszbmgbudsmcxzmxqeaiz;1;2)
 }",,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,2020,,,,,,,,,#N/A
ML_2020_00113,"Todos me julgavam, diziam que não tinha finalidade depois de ser usado, é complexo viver neste mundo onde as pessoas só querem te usar e este sentimento acaba por ficar intrínseco a meus sistemas e circuitoos. 
 

 Não posso dizer que isso continua desta maneira, com certeza depois que te encontrei tudo mudou, você claramente é o meu destino certo.",,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,2020,,,,,,,,,#N/A
ML_2020_00114,As Pink $pices se capacitam no programa de liberdade para Integrar,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,2020,,,,,,,,,#N/A
ML_2020_00115,Um ruivinho prodígio da pá virada que diariamente fica em um esconderijo gigante no próprio quarto e que sofre com sua irmã loirinha endiabrada resolveu que dessa vez o S(1)E(9C) será no diminutivo( - Omelette Du).,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,2020,,,,,,,,,#N/A
ML_2020_00116,Amei ter assistido. https://soundcloud.com/user-347772854/t116,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,2020,,,,,,,,,#N/A
ML_2022_00052,"Faz frio... Às vezes penso o porquê não fui embora! Última vez, quando quase congelei, ainda bem que ainda algo ainda me manteve vivo...",,,,,,,,,,,,,,,,FAU,Forninho,"Se pegar as maiusculas, dá ""FAU"".
 O resto leva ao forninho da FAU.",,TRUE,TRUE,TRUE,,2022,,,,,,,"||Pista: Faz frio... Às vezes penso o porquê não fui embora! Última vez, quando quase congelei, ainda bem que ainda algo ainda me manteve vivo... | Explicação: Se pegar as maiusculas, dá ""FAU"".
 O resto leva ao forninho da FAU. | Macro: FAU | Micro: Forninho","||Pista: Faz frio... Às vezes penso o porquê não fui embora! Última vez, quando quase congelei, ainda bem que ainda algo ainda me manteve vivo...",FAU
ML_2017_00032,Faz sentido só os parentes dos Mackenzistas passarem aqui!,,,,,,,,,,,,,,,Zagattinho,Estábulo da Vet,Placa da rua que leva ao estábulo,"Sentido = rua; parentes dos Mackenzitas = parentes de burros = cavalos = estábulo, só passarem aqui = rua esburacada e cagada",externa,TRUE,TRUE,TRUE,,2017,,,,Placa da Rua esburacada ao lado do estábulo da vet,,,"||Pista: Faz sentido só os parentes dos Mackenzistas passarem aqui! | Explicação: Sentido = rua; parentes dos Mackenzitas = parentes de burros = cavalos = estábulo, só passarem aqui = rua esburacada e cagada | Macro: Estábulo da Vet | Micro: Placa da rua que leva ao estábulo",||Pista: Faz sentido só os parentes dos Mackenzistas passarem aqui!,Vet
ML_2020_00119,"- Toc Toc
 - Quem é?
 - Não somos nós!",,,,,,,,,,,,,,,,,,"Pista não convencional: o CA precisa bater na porta, vamos falar ""nao sao voces"", e eles só pode entrar com bata de outro CA (pelo menos um membro)",,TRUE,TRUE,FALSE,,2020,,,,,,,"||Pista: - Toc Toc
 - Quem é?
 - Não somos nós! | Explicação: Pista não convencional: o CA precisa bater na porta, vamos falar ""nao sao voces"", e eles só pode entrar com bata de outro CA (pelo menos um membro) | Macro:  | Micro: ",,#N/A
ML_2020_00120,"- Toc Toc
 - Quem é?
 - Somos nós!
 - Errou
 - . ... . .
 - Pode entrar!",,,,,,,,,,,,,,,,,,Pista não convencional: o CA precisa bater na porta com um tap code na ordem certa de suas letras (o tapcode apresentado é . ... . . > CA),,TRUE,TRUE,FALSE,,2020,,,,,,,"||Pista: - Toc Toc
 - Quem é?
 - Somos nós!
 - Errou
 - . ... . .
 - Pode entrar! | Explicação: Pista não convencional: o CA precisa bater na porta com um tap code na ordem certa de suas letras (o tapcode apresentado é . ... . . > CA) | Macro:  | Micro: ",,#N/A
ML_2020_00121,"- Toc Toc
 - Vocês são só daqui 3 horas!
 - E agora?",,,,,,,,,,,,,,,,,,"Pista não convencional: o CA precisa bater na porta, vamos falar ""voces sao só daqui 3h"" e eles precisam adiantar o relogio em 3h pra poder entrar)",,TRUE,TRUE,FALSE,,2020,,,,,,,"||Pista: - Toc Toc
 - Vocês são só daqui 3 horas!
 - E agora? | Explicação: Pista não convencional: o CA precisa bater na porta, vamos falar ""voces sao só daqui 3h"" e eles precisam adiantar o relogio em 3h pra poder entrar) | Macro:  | Micro: ",,#N/A
ML_2019_00096,"Fazemos delivery apenas de yellow em alta velocidade, pois da porta você não passa",,,,,,,,,,,,,,,,CEPE,Lanchonete secreta no segunda andar do velódromo,Delivery = comida. Yellow alta velocidade = velódromo. Da porta você não passa = porta da lachonete,,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: Fazemos delivery apenas de yellow em alta velocidade, pois da porta você não passa | Explicação: Delivery = comida. Yellow alta velocidade = velódromo. Da porta você não passa = porta da lachonete | Macro: CEPE | Micro: Lanchonete secreta no segunda andar do velódromo","||Pista: Fazemos delivery apenas de yellow em alta velocidade, pois da porta você não passa",CEPE
ML_2017_00244,"Fernando Fernandes limpou as cinzas hoje, prendeu bem para não fugirem.",,,,,,,,,,,,,,,chances,FFLCH,"""canil de lixo"" ao lado da torre do lado das sociais","Primeira parte é manipulação de texto, ""FeFel ashes"" ->FFLCH
 Ao lado do prédio das sociais tem um lixo ""preso"" por grades e correntes""",externa,TRUE,TRUE,TRUE,,2017,,,,"""caçamba"" de lixo ao lado do prédio das ciências sociais",,,"||Pista: Fernando Fernandes limpou as cinzas hoje, prendeu bem para não fugirem. | Explicação: Primeira parte é manipulação de texto, ""FeFel ashes"" ->FFLCH
 Ao lado do prédio das sociais tem um lixo ""preso"" por grades e correntes"" | Macro: FFLCH | Micro: ""canil de lixo"" ao lado da torre do lado das sociais","||Pista: Fernando Fernandes limpou as cinzas hoje, prendeu bem para não fugirem.",FFLCH (Sem contar Adm)
ML_2023_00231,"Fez nascimento, vendeu muito pó e agora se encontrou na morte. Esse último abriu muitos portões",,,,,,,,,,,,,,,Espera,EEFE,Portão,"Wagner moura fez Capitão Nascimento, Pablo Escobar e agora fez a Morte no filme do gato de botas 2. O lobo mal é o mascote da EEFE.",,TRUE,TRUE,TRUE,,2023,,,,,,,"||Pista: Fez nascimento, vendeu muito pó e agora se encontrou na morte. Esse último abriu muitos portões | Explicação: Wagner moura fez Capitão Nascimento, Pablo Escobar e agora fez a Morte no filme do gato de botas 2. O lobo mal é o mascote da EEFE. | Macro: EEFE | Micro: Portão","||Pista: Fez nascimento, vendeu muito pó e agora se encontrou na morte. Esse último abriu muitos portões",EEFE
ML_2019_00193,"FFLCH  IME
  FFLCH IGC
  FEA IF
  ECA ICB
  FAU IQ
  FFLCH X IAG",,,,,,,,,,,,,,,,Praça do Relógio,"Porta torre do relógio, no meio das duas lâminas (na porta que leva ao topo)","Significado da torre do relógio
  
  http://www.jornaldocampus.usp.br/index.php/2009/09/mais-que-um-relogio/",,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: FFLCH  IME
  FFLCH IGC
  FEA IF
  ECA ICB
  FAU IQ
  FFLCH X IAG | Explicação: Significado da torre do relógio
  
  http://www.jornaldocampus.usp.br/index.php/2009/09/mais-que-um-relogio/ | Macro: Praça do Relógio | Micro: Porta torre do relógio, no meio das duas lâminas (na porta que leva ao topo)","||Pista: FFLCH  IME
  FFLCH IGC
  FEA IF
  ECA ICB
  FAU IQ
  FFLCH X IAG",Praça do Relógio
ML_2015_00167,fhppmrt,,,,,,,,,,,,,,,Henrique,CENTRAL,Conselho Universitário,A pista são as iniciais dos membros da CO > Conselho Universitário.,Externa,TRUE,TRUE,TRUE,,2015,,,,,,2,||Pista: fhppmrt | Explicação: A pista são as iniciais dos membros da CO > Conselho Universitário. | Macro: CENTRAL | Micro: Conselho Universitário,||Pista: fhppmrt,CRUSP
ML_2022_00170,Fica frio que o 49 a gente faz por aqui mesmo,,,,,,,,,,,,,,,,Praça Relógio Solar,Banca de jornal,Item 49 da lista é jornal do integra. Por isso ta na banca do jornal,,TRUE,TRUE,TRUE,,2022,,,,,,,||Pista: Fica frio que o 49 a gente faz por aqui mesmo | Explicação: Item 49 da lista é jornal do integra. Por isso ta na banca do jornal | Macro: Praça Relógio Solar | Micro: Banca de jornal,||Pista: Fica frio que o 49 a gente faz por aqui mesmo,Praça de Relógio Solar
ML_2017_00254,"Ficam discutindo qual é mais difícil, mas na média dá 3,5. Aí você ta coberto de razão em atravessar os dois pontos!",,,,,,,,,,,,,,,Zagattinho,IME,Marquise,"Discussão recorrente sobre calculos 3 e 4, qual seria o mais dificil. A media 3,5 é de 3/2+4/2, coberto - marquise, dois pontos - blocos A e B",Externa,TRUE,TRUE,TRUE,,2017,,,,Marquise IME,,,"||Pista: Ficam discutindo qual é mais difícil, mas na média dá 3,5. Aí você ta coberto de razão em atravessar os dois pontos! | Explicação: Discussão recorrente sobre calculos 3 e 4, qual seria o mais dificil. A media 3,5 é de 3/2+4/2, coberto - marquise, dois pontos - blocos A e B | Macro: IME | Micro: Marquise","||Pista: Ficam discutindo qual é mais difícil, mas na média dá 3,5. Aí você ta coberto de razão em atravessar os dois pontos!",IME
ML_2016_00089,"Fico com os nervos à flor da pele 
 toda vez que preciso andar pela 5ª Avenida.",,,,,,,,,,,,,,,Massa,"TRAVESSA ""V""","Placa de alta
 tensão","""Quinta Avenida"" = Travessa V.
 ""ficar tenso"" remete a uma placa de Alta Tensão.",Externa,TRUE,TRUE,TRUE,,2016,,,,,"Macro pouco usual.
 Micro muito bem determinado.",,"||Pista: Fico com os nervos à flor da pele 
 toda vez que preciso andar pela 5ª Avenida. | Explicação: ""Quinta Avenida"" = Travessa V.
 ""ficar tenso"" remete a uma placa de Alta Tensão. | Macro: TRAVESSA ""V"" | Micro: Placa de alta
 tensão","||Pista: Fico com os nervos à flor da pele 
 toda vez que preciso andar pela 5ª Avenida.",#N/A
ML_2019_00208,"Fika, já está quase na hora de ouvir um sertanejo",,,,,,,,,,,,,,,,FEA,RELOGIO DA MARABRAZ,"Fika é o nome de uma refeição Sueca que é basicamente ""café"". Com isso temos uma referencia tanto ao Sweden quanto à FEA.
 Atrás da FEA, perto do sweden, tem na parede um relógio da Marabraz, com a dupla sertaneja -> hora de ouvir um sertanejo",,TRUE,TRUE,TRUE,,2019,,,,,,,"||Pista: Fika, já está quase na hora de ouvir um sertanejo | Explicação: Fika é o nome de uma refeição Sueca que é basicamente ""café"". Com isso temos uma referencia tanto ao Sweden quanto à FEA.
 Atrás da FEA, perto do sweden, tem na parede um relógio da Marabraz, com a dupla sertaneja -> hora de ouvir um sertanejo | Macro: FEA | Micro: RELOGIO DA MARABRAZ","||Pista: Fika, já está quase na hora de ouvir um sertanejo",FEA
ML_2017_00177,"Filho cujo destino era de superar seu pai, e teve sua mãe cortejada por todos os mares e todos os céus, precisava mesmo da ajuda de um profissional para corrigir aquele ponto que o levaria ao sucateamento..",,,,,,,,,,,,,,,Zagattinho,Fofito,Lixeira,"Trata-se da história de Aquiles, onde sua mãe foi cortejada por Zeus e Poseidon, que depois de saberem que o filho de Tetis superaria o pai, desistiram desta e a fizeram casar com Peleu. Aquiles tinha como ponto fraco o calcanhar. Profissionais que poderiam ajudá-lo se encontram na faculdade de fisioterapia, ou seja, FOFITO! Sucateamento - lixeira ao lado do portão da Fofito",Externa,TRUE,TRUE,TRUE,,2017,,,,FOFITO,,,"||Pista: Filho cujo destino era de superar seu pai, e teve sua mãe cortejada por todos os mares e todos os céus, precisava mesmo da ajuda de um profissional para corrigir aquele ponto que o levaria ao sucateamento.. | Explicação: Trata-se da história de Aquiles, onde sua mãe foi cortejada por Zeus e Poseidon, que depois de saberem que o filho de Tetis superaria o pai, desistiram desta e a fizeram casar com Peleu. Aquiles tinha como ponto fraco o calcanhar. Profissionais que poderiam ajudá-lo se encontram na faculdade de fisioterapia, ou seja, FOFITO! Sucateamento - lixeira ao lado do portão da Fofito | Macro: Fofito | Micro: Lixeira","||Pista: Filho cujo destino era de superar seu pai, e teve sua mãe cortejada por todos os mares e todos os céus, precisava mesmo da ajuda de um profissional para corrigir aquele ponto que o levaria ao sucateamento..",FOFITO
ML_2020_00132,https://drive.google.com/drive/folders/1Pbq2FYD84nZ593qJkb4DDOFqcnDA7kUm?usp=sharing,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,,2020,,,,,,,,,#N/A
ML_2023_00148,Fimose,,,,,,,,,,,,,,,Mapa,P linha,-,"fimose e uma ""pelinha"" kkkk",,TRUE,TRUE,TRUE,,2023,,,,,,,"||Pista: Fimose | Explicação: fimose e uma ""pelinha"" kkkk | Macro: P linha | Micro: -",||Pista: Fimose,P'
ML_2016_00273,"Finalmente me tornei o número 1.
 Noite passada mesmo reclamei de meu papel secundário.
 Eu sigo em frente após duzias de lamentações.
 Plena convicção tenho que em 15 anos, tudo será diferente.
 Esse, porém, é o primeiro passo para mim.",,,,,,,,,,,,,,,Massa,FONTE,Meio da fonte,"Cada frase contém um numeral ou referência a número.
 Na primeira frase: 1, o que indica a letra 1 que é F.
 Na segunda frase: secundário, 2, o que indica que é letra O.
 Na terceira frase: dúzias, 12, o que indica que é letra N.
 Na quarta frase: 15, levando à letra T.
 Na quinta frase: primeiro, 1, o que leva a E.
 A pista está na fonte da USP, ao lado do Relógio Solar.",Externa,TRUE,TRUE,TRUE,,2016,,,,,"Macro pouco usual.
 Micro genérico.",,"||Pista: Finalmente me tornei o número 1.
 Noite passada mesmo reclamei de meu papel secundário.
 Eu sigo em frente após duzias de lamentações.
 Plena convicção tenho que em 15 anos, tudo será diferente.
 Esse, porém, é o primeiro passo para mim. | Explicação: Cada frase contém um numeral ou referência a número.
 Na primeira frase: 1, o que indica a letra 1 que é F.
 Na segunda frase: secundário, 2, o que indica que é letra O.
 Na terceira frase: dúzias, 12, o que indica que é letra N.
 Na quarta frase: 15, levando à letra T.
 Na quinta frase: primeiro, 1, o que leva a E.
 A pista está na fonte da USP, ao lado do Relógio Solar. | Macro: FONTE | Micro: Meio da fonte","||Pista: Finalmente me tornei o número 1.
 Noite passada mesmo reclamei de meu papel secundário.
 Eu sigo em frente após duzias de lamentações.
 Plena convicção tenho que em 15 anos, tudo será diferente.
 Esse, porém, é o primeiro passo para mim.",#N/A
